dataset_name,adaptation_method,run_name,model_name,image_size,setting,n_train,k,threshold,positive_neighbors_needed,runs,classes_with_positive_train_examples_mean,mean_auc_mean,mean_auc_std,f1_macro_mean,f1_macro_std,f1_micro_mean,f1_micro_std,mean_accuracy_mean,exact_match_accuracy_mean
chestmnist,frozen_feature_knn,dinov2_large_224,facebook/dinov2-large,224,20-img,20,1,0.15,1,10,7.6,0.503946754131719,0.004473939125688429,0.03769730364865059,0.015636280038541325,0.08428501777431345,0.030825527536768774,0.919063323698318,0.36090560656029946
chestmnist,frozen_feature_knn,dinov2_large_224,facebook/dinov2-large,224,20-img,20,1,0.2,1,10,7.6,0.503946754131719,0.004473939125688429,0.03769730364865059,0.015636280038541325,0.08428501777431345,0.030825527536768774,0.919063323698318,0.36090560656029946
chestmnist,frozen_feature_knn,dinov2_large_224,facebook/dinov2-large,224,20-img,20,1,0.3,1,10,7.6,0.503946754131719,0.004473939125688429,0.03769730364865059,0.015636280038541325,0.08428501777431345,0.030825527536768774,0.919063323698318,0.36090560656029946
chestmnist,frozen_feature_knn,dinov2_large_224,facebook/dinov2-large,224,20-img,20,1,0.5,1,10,7.6,0.503946754131719,0.004473939125688429,0.03769730364865059,0.015636280038541325,0.08428501777431345,0.030825527536768774,0.919063323698318,0.36090560656029946
chestmnist,frozen_feature_knn,dinov2_large_224,facebook/dinov2-large,224,20-img,20,3,0.01,1,10,7.6,0.5089053406267369,0.007323818780197148,0.05887346635635774,0.015360044908718671,0.13011363544682158,0.022430700479640527,0.8596106095526721,0.1624119796773331
chestmnist,frozen_feature_knn,dinov2_large_224,facebook/dinov2-large,224,20-img,20,3,0.03,1,10,7.6,0.5089053406267369,0.007323818780197148,0.05887346635635774,0.015360044908718671,0.13011363544682158,0.022430700479640527,0.8596106095526721,0.1624119796773331
chestmnist,frozen_feature_knn,dinov2_large_224,facebook/dinov2-large,224,20-img,20,3,0.05,1,10,7.6,0.5089053406267369,0.007323818780197148,0.05887346635635774,0.015360044908718671,0.13011363544682158,0.022430700479640527,0.8596106095526721,0.1624119796773331
chestmnist,frozen_feature_knn,dinov2_large_224,facebook/dinov2-large,224,20-img,20,3,0.1,1,10,7.6,0.5089053406267369,0.007323818780197148,0.05887346635635774,0.015360044908718671,0.13011363544682158,0.022430700479640527,0.8596106095526721,0.1624119796773331
chestmnist,frozen_feature_knn,dinov2_large_224,facebook/dinov2-large,224,20-img,20,3,0.15,1,10,7.6,0.5089053406267369,0.007323818780197148,0.05887346635635774,0.015360044908718671,0.13011363544682158,0.022430700479640527,0.8596106095526721,0.1624119796773331
chestmnist,frozen_feature_knn,dinov2_large_224,facebook/dinov2-large,224,20-img,20,3,0.2,1,10,7.6,0.5089053406267369,0.007323818780197148,0.05887346635635774,0.015360044908718671,0.13011363544682158,0.022430700479640527,0.8596106095526721,0.1624119796773331
